,,,Mar,21,10 or fewer,10 or fewer,21514
,,,Apr,15,10 or fewer,15,21018
,,,May,13,12,13,21394
,,,Jun,11,32,10 or fewer,21379
,,,Jul,17,35,10 or fewer,21711
,,,Aug,16,18,10 or fewer,21458
,,,Sep,10 or fewer,21,13,21083
,,,Oct,18,10 or fewer,10 or fewer,21582
,,,Nov,12,10 or fewer,12,20359
,,,Dec,21,10 or fewer,10 or fewer,21551
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,17414
,,,Feb,10 or fewer,10 or fewer,10 or fewer,14786
,,,Mar,10 or fewer,10 or fewer,10 or fewer,16269
,,,Apr,10 or fewer,10 or fewer,10 or fewer,15591
,,,May,10 or fewer,10 or fewer,10 or fewer,16363
,,,Jun,10 or fewer,20,10 or fewer,16322
,,,Jul,10 or fewer,16,10 or fewer,16630
,,,Aug,10 or fewer,14,10 or fewer,16658
,,,Sep,10 or fewer,16,10 or fewer,16083
,,,Oct,10 or fewer,10 or fewer,10 or fewer,16566
,,,Nov,10 or fewer,10 or fewer,10 or fewer,16322
,,,Dec,10 or fewer,10 or fewer,10 or fewer,17977
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,2645
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2932
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2774
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2560
,,,May,10 or fewer,10 or fewer,10 or fewer,2877
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2739
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2473
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2657
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2466
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2626
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2759
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2715
,"Total: Total includes all data under the Florida bucket, including data from rows not currently displayed.",2018,Jan,66,10 or fewer,90,106504
,,,Feb,48,16,66,99014
,,,Mar,70,10 or fewer,68,100264
,,,Apr,78,21,76,96144
,,,May,65,29,75,96913
,,,Jun,59,128,89,91449
,,,Jul,59,116,73,91484
,,,Aug,61,79,83,93109
,,,Sep,51,91,67,96041
,,,Oct,68,31,102,100062
,,,Nov,59,19,97,95466
,,,Dec,79,10 or fewer,89,100605
Michigan,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,17597
,,,Feb,10 or fewer,10 or fewer,10 or fewer,16136
,,,Mar,10 or fewer,10 or fewer,10 or fewer,15520
,,,Apr,10 or fewer,10 or fewer,10 or fewer,13185
,,,May,10 or fewer,10 or fewer,10 or fewer,16965
,,,Jun,10 or fewer,10 or fewer,10 or fewer,14964
,,,Jul,10 or fewer,12,10 or fewer,15028
,,,Aug,10 or fewer,10 or fewer,10 or fewer,14110
,,,Sep,10 or fewer,10 or fewer,10 or fewer,16432
,,,Oct,10 or fewer,10 or fewer,10 or fewer,15406
,,,Nov,10 or fewer,10 or fewer,10 or fewer,15057
,,,Dec,10 or fewer,10 or fewer,10 or fewer,17553
,≥ 15 and < 25 Years,2018,Jan,22,10 or fewer,10 or fewer,12604
,,,Feb,17,10 or fewer,12,10711
,,,Mar,19,10 or fewer,12,11557
,,,Apr,16,10 or fewer,11,11262
,,,May,19,22,20,13587
,,,Jun,24,20,17,12932
,,,Jul,18,34,18,13462
,,,Aug,16,19,21,13435
,,,Sep,18,10 or fewer,17,13937
,,,Oct,13,10 or fewer,17,13186
,,,Nov,11,10 or fewer,14,12101
,,,Dec,20,10 or fewer,20,12566
,≥ 25 and < 45 Years,2018,Jan,124,10 or fewer,15,24039
,,,Feb,133,10 or fewer,16,20916
,,,Mar,128,10 or fewer,16,22586
,,,Apr,94,10 or fewer,27,22335
,,,May,109,23,14,25755
,,,Jun,96,35,26,25595
,,,Jul,87,57,27,26928
,,,Aug,111,18,31,26961
,,,Sep,73,18,25,25990
,,,Oct,81,10 or fewer,13,25263
,,,Nov,63,10 or fewer,22,23109
,,,Dec,80,10 or fewer,15,24803
,≥ 45 and < 65 Years,2018,Jan,52,10 or fewer,10 or fewer,19676
,,,Feb,52,10 or fewer,10 or fewer,17308
,,,Mar,53,10 or fewer,10 or fewer,18903
,,,Apr,49,10 or fewer,10 or fewer,18493
,,,May,54,27,10 or fewer,21737
,,,Jun,47,25,10 or fewer,21416
,,,Jul,46,43,10 or fewer,22400
,,,Aug,48,21,10 or fewer,21813
,,,Sep,52,10 or fewer,10 or fewer,21264
,,,Oct,46,10 or fewer,10 or fewer,20639
,,,Nov,35,10 or fewer,11,19372
,,,Dec,42,10 or fewer,10 or fewer,20790
,65 Years or more,2018,Jan,11,10 or fewer,10 or fewer,16361
,,,Feb,15,10 or fewer,10 or fewer,13973
,,,Mar,16,10 or fewer,10 or fewer,15613
,,,Apr,16,10 or fewer,10 or fewer,15514
,,,May,18,21,10 or fewer,18464
,,,Jun,20,17,10 or fewer,18062
,,,Jul,21,28,10 or fewer,18589
,,,Aug,16,14,10 or fewer,18129
,,,Sep,14,11,10 or fewer,17394
,,,Oct,12,10 or fewer,10 or fewer,17545
,,,Nov,14,10 or fewer,10 or fewer,16814
,,,Dec,10 or fewer,10 or fewer,10 or fewer,18285
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1873
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1937
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1796
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1817
,,,May,10 or fewer,10 or fewer,10 or fewer,1810
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1879
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1794
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1836
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1630
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1787
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1819
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1837
,"Total: Total includes all data under the Michigan bucket, including data from rows not currently displayed.",2018,Jan,210,10 or fewer,30,92136
,,,Feb,217,10 or fewer,35,80973
,,,Mar,216,10 or fewer,36,85971
,,,Apr,176,10 or fewer,47,82598
,,,May,200,102,50,98305
,,,Jun,187,108,52,94835
,,,Jul,171,174,54,98190
,,,Aug,192,78,61,96269
,,,Sep,158,52,50,96635
,,,Oct,152,15,44,93810
,,,Nov,124,10 or fewer,51,88263
,,,Dec,151,10 or fewer,45,95821
Georgia,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,29583
,,,Feb,10 or fewer,10 or fewer,10 or fewer,29811
,,,Mar,10 or fewer,10 or fewer,10 or fewer,23980
,,,Apr,10 or fewer,10 or fewer,10 or fewer,22826
,,,May,10 or fewer,11,10 or fewer,24405
,,,Jun,10 or fewer,20,10 or fewer,19506
,,,Jul,10 or fewer,16,10 or fewer,19274
,,,Aug,10 or fewer,10 or fewer,10 or fewer,23365
,,,Sep,10 or fewer,14,10 or fewer,25380
,,,Oct,10 or fewer,10 or fewer,10 or fewer,27424
,,,Nov,10 or fewer,10 or fewer,10 or fewer,26928
,,,Dec,10 or fewer,10 or fewer,10 or fewer,32302
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,30,9691
,,,Feb,10 or fewer,10 or fewer,29,9363
,,,Mar,11,10 or fewer,29,11444
,,,Apr,10 or fewer,10 or fewer,32,11256
,,,May,10 or fewer,17,49,11516
,,,Jun,10 or fewer,30,36,10893
,,,Jul,10 or fewer,30,29,11082
,,,Aug,10 or fewer,25,31,12329
,,,Sep,10 or fewer,15,38,12248
,,,Oct,10 or fewer,10 or fewer,35,12261
,,,Nov,10 or fewer,10 or fewer,24,11293
,,,Dec,10 or fewer,10 or fewer,28,11892
,≥ 25 and < 45 Years,2018,Jan,23,10 or fewer,45,16879
,,,Feb,28,10 or fewer,41,16400
,,,Mar,38,10 or fewer,58,21764
,,,Apr,36,10 or fewer,41,22043
,,,May,28,20,55,23176
,,,Jun,35,54,65,22481
,,,Jul,28,62,56,23261
,,,Aug,33,48,66,23433
,,,Sep,31,27,48,23074
,,,Oct,27,10 or fewer,76,23184
,,,Nov,25,10 or fewer,47,21952
,,,Dec,27,10 or fewer,67,23152
,≥ 45 and < 65 Years,2018,Jan,13,10 or fewer,11,14790
,,,Feb,13,10 or fewer,17,13475
,,,Mar,18,10 or fewer,17,17020
,,,Apr,14,10 or fewer,10 or fewer,16981
,,,May,15,13,18,17662
,,,Jun,16,43,13,17635
,,,Jul,13,43,14,18178
,,,Aug,17,33,10 or fewer,18302
,,,Sep,10 or fewer,14,10 or fewer,17755
,,,Oct,15,10 or fewer,16,18005
,,,Nov,15,10 or fewer,14,16961
,,,Dec,12,10 or fewer,15,18210
,65 Years or more,2018,Jan,11,10 or fewer,10 or fewer,9986
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8658
,,,Mar,10 or fewer,10 or fewer,10 or fewer,11343
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11134
,,,May,10 or fewer,10 or fewer,10 or fewer,11659
,,,Jun,12,16,10 or fewer,11318
,,,Jul,14,13,10 or fewer,11554
,,,Aug,10 or fewer,22,10 or fewer,11560
,,,Sep,10 or fewer,12,10 or fewer,11457
,,,Oct,12,10 or fewer,10 or fewer,11581
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11391
,,,Dec,10 or fewer,10 or fewer,10 or fewer,12609
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1801
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2094
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1961
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1971
,,,May,10 or fewer,10 or fewer,10 or fewer,2249
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2083
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2021
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2156
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2017
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2100
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2233
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2236
,"Total: Total includes all data under the Georgia bucket, including data from rows not currently displayed.",2018,Jan,55,10 or fewer,96,82726
,,,Feb,52,10 or fewer,94,79799
,,,Mar,75,10 or fewer,110,87499
,,,Apr,62,15,96,86204
,,,May,56,71,127,90654
,,,Jun,71,163,127,83910
,,,Jul,63,165,108,85366
,,,Aug,60,139,118,91133
,,,Sep,55,82,99,91916
,,,Oct,66,26,137,94547
,,,Nov,51,10 or fewer,97,90751
,,,Dec,54,10 or fewer,117,100394
Illinois,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,16772
,,,Feb,10 or fewer,10 or fewer,10 or fewer,15816
,,,Mar,10 or fewer,10 or fewer,10 or fewer,14822
,,,Apr,10 or fewer,10 or fewer,10 or fewer,14185
,,,May,10 or fewer,10 or fewer,10 or fewer,14917
,,,Jun,10 or fewer,21,10 or fewer,13165
,,,Jul,10 or fewer,10 or fewer,10 or fewer,14185
,,,Aug,10 or fewer,12,10 or fewer,14158
,,,Sep,10 or fewer,10 or fewer,10 or fewer,16040
,,,Oct,10 or fewer,10 or fewer,10 or fewer,15471
,,,Nov,10 or fewer,10 or fewer,10 or fewer,15560
,,,Dec,10 or fewer,10 or fewer,10 or fewer,18849
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,9088
,,,Feb,10 or fewer,10 or fewer,10 or fewer,8395
,,,Mar,10 or fewer,10 or fewer,15,9535
,,,Apr,10 or fewer,10 or fewer,14,9759
,,,May,10 or fewer,20,16,9994
,,,Jun,10 or fewer,30,18,9106
,,,Jul,10 or fewer,27,22,10388
,,,Aug,10 or fewer,29,16,10682
,,,Sep,10 or fewer,12,14,11676
,,,Oct,10 or fewer,10 or fewer,15,11638
,,,Nov,10 or fewer,10 or fewer,19,10697
,,,Dec,13,10 or fewer,10 or fewer,10595
,≥ 25 and < 45 Years,2018,Jan,30,10 or fewer,13,17003
,,,Feb,30,10 or fewer,13,15599
,,,Mar,34,10 or fewer,10 or fewer,17534
,,,Apr,30,10 or fewer,11,18224
,,,May,35,25,13,18950
,,,Jun,35,69,21,18531
,,,Jul,45,55,15,20838
,,,Aug,38,29,12,20676
,,,Sep,40,13,17,21285
,,,Oct,61,10 or fewer,16,20583
,,,Nov,44,10 or fewer,14,19419
,,,Dec,41,10 or fewer,32,20312
,≥ 45 and < 65 Years,2018,Jan,23,10 or fewer,10 or fewer,14767
,,,Feb,19,10 or fewer,10 or fewer,13568
,,,Mar,21,10 or fewer,10 or fewer,15183
,,,Apr,15,10 or fewer,10 or fewer,15559
,,,May,23,23,10 or fewer,16175
,,,Jun,20,63,10 or fewer,15725
,,,Jul,21,41,10 or fewer,17861
,,,Aug,29,28,10 or fewer,17774
,,,Sep,23,15,10 or fewer,17842
,,,Oct,40,10 or fewer,10 or fewer,17322
,,,Nov,34,10 or fewer,10 or fewer,16738
,,,Dec,13,10 or fewer,10 or fewer,17536
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,14160
,,,Feb,10 or fewer,10 or fewer,10 or fewer,12615
,,,Mar,10 or fewer,10 or fewer,10 or fewer,14516
,,,Apr,10 or fewer,10 or fewer,10 or fewer,14565
,,,May,10 or fewer,16,10 or fewer,15230
,,,Jun,10 or fewer,37,10 or fewer,14839
,,,Jul,10 or fewer,41,10 or fewer,15796
,,,Aug,10 or fewer,21,10 or fewer,15938
,,,Sep,10 or fewer,10 or fewer,10 or fewer,15805
,,,Oct,10 or fewer,10 or fewer,10 or fewer,16379
,,,Nov,10 or fewer,10 or fewer,10 or fewer,15752
,,,Dec,10 or fewer,10 or fewer,10 or fewer,16958
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1661
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1769
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1664
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1691
,,,May,10 or fewer,10 or fewer,10 or fewer,1789
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1754
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1665
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1765
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1710
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1853
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1863
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1998
,"Total: Total includes all data under the Illinois bucket, including data from rows not currently displayed.",2018,Jan,60,10 or fewer,30,73448
,,,Feb,58,10 or fewer,27,67759
,,,Mar,65,10 or fewer,33,73244
,,,Apr,52,10 or fewer,37,73974
,,,May,72,93,38,77046
,,,Jun,63,220,46,73116
,,,Jul,75,171,48,80722
,,,Aug,79,119,34,80982
,,,Sep,77,54,41,84346
,,,Oct,113,10 or fewer,39,83237
,,,Nov,88,10 or fewer,37,80017
,,,Dec,72,10 or fewer,44,86239
California,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,10038
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9349
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9304
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8329
,,,May,10 or fewer,10 or fewer,10 or fewer,8382
,,,Jun,10 or fewer,10 or fewer,10 or fewer,7611
,,,Jul,10 or fewer,11,10 or fewer,7641
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7609
,,,Sep,10 or fewer,10 or fewer,10 or fewer,7945
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8378
,,,Nov,10 or fewer,10 or fewer,10 or fewer,9035
,,,Dec,10 or fewer,10 or fewer,10 or fewer,9794
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,13,8108
,,,Feb,10 or fewer,10 or fewer,13,6943
,,,Mar,10 or fewer,10 or fewer,11,7594
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8132
,,,May,10 or fewer,10 or fewer,10 or fewer,8267
,,,Jun,10 or fewer,21,10 or fewer,7917
,,,Jul,10 or fewer,30,16,8488
,,,Aug,10 or fewer,18,14,8537
,,,Sep,10 or fewer,10 or fewer,16,8509
,,,Oct,10 or fewer,10 or fewer,21,9305
,,,Nov,10 or fewer,10 or fewer,17,8737
,,,Dec,10 or fewer,10 or fewer,16,8831
,≥ 25 and < 45 Years,2018,Jan,15,10 or fewer,16,16574
,,,Feb,11,10 or fewer,16,14314
,,,Mar,10 or fewer,10 or fewer,15,16614
,,,Apr,16,10 or fewer,14,17139
,,,May,15,10 or fewer,22,18087
,,,Jun,14,24,22,17529
,,,Jul,10 or fewer,54,15,18745
,,,Aug,16,30,19,18297
,,,Sep,18,14,13,17657
,,,Oct,31,10 or fewer,18,19405
,,,Nov,19,10 or fewer,13,19021
,,,Dec,24,10 or fewer,28,19903
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,15097
,,,Feb,10 or fewer,10 or fewer,10 or fewer,13162
,,,Mar,10 or fewer,10 or fewer,10 or fewer,15116
,,,Apr,12,10 or fewer,10 or fewer,15508
,,,May,10 or fewer,10 or fewer,10 or fewer,16209
,,,Jun,11,14,10 or fewer,16152
,,,Jul,10 or fewer,35,10 or fewer,16925
,,,Aug,10 or fewer,29,10 or fewer,16706
,,,Sep,10 or fewer,11,10 or fewer,15878
,,,Oct,10 or fewer,10 or fewer,10 or fewer,17330
,,,Nov,12,10 or fewer,10 or fewer,17159
,,,Dec,12,10 or fewer,10 or fewer,18225
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,12897
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10859
,,,Mar,10 or fewer,10 or fewer,10 or fewer,12730
,,,Apr,10 or fewer,10 or fewer,10 or fewer,13533
,,,May,10 or fewer,10 or fewer,10 or fewer,14201
,,,Jun,10 or fewer,20,10 or fewer,13723
,,,Jul,10 or fewer,31,10 or fewer,14281
,,,Aug,10 or fewer,22,10 or fewer,14246
,,,Sep,10 or fewer,10 or fewer,10 or fewer,13787
,,,Oct,10 or fewer,10 or fewer,10 or fewer,15537
,,,Nov,10 or fewer,10 or fewer,10 or fewer,16004
,,,Dec,10 or fewer,10 or fewer,10 or fewer,16982
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,2011
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2029
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1997
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1851
,,,May,10 or fewer,10 or fewer,10 or fewer,2114
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2057
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1954
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2017
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2051
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2055
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2190
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2330
,"Total: Total includes all data under the California bucket, including data from rows not currently displayed.",2018,Jan,33,10 or fewer,31,64719
,,,Feb,24,10 or fewer,33,56646
,,,Mar,28,10 or fewer,38,63351
,,,Apr,32,24,36,64490
,,,May,32,17,40,67253
,,,Jun,31,87,38,64982
,,,Jul,29,161,41,68028
,,,Aug,32,102,43,67409
,,,Sep,26,41,35,65825
,,,Oct,52,14,48,72002
,,,Nov,39,10 or fewer,40,72138
,,,Dec,43,10 or fewer,51,76057
Colorado,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,20614
,,,Feb,10 or fewer,10 or fewer,10 or fewer,20005
,,,Mar,10 or fewer,10 or fewer,10 or fewer,19193
,,,Apr,10 or fewer,10 or fewer,10 or fewer,16905
,,,May,10 or fewer,10 or fewer,10 or fewer,17083
,,,Jun,10 or fewer,10 or fewer,10 or fewer,13692
,,,Jul,10 or fewer,10 or fewer,10 or fewer,13245
,,,Aug,10 or fewer,10 or fewer,10 or fewer,15027
,,,Sep,10 or fewer,10 or fewer,10 or fewer,15303
,,,Oct,10 or fewer,10 or fewer,10 or fewer,14696
,,,Nov,10 or fewer,10 or fewer,10 or fewer,15276
,,,Dec,10 or fewer,10 or fewer,10 or fewer,20156
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,14,8496
,,,Feb,10 or fewer,10 or fewer,10 or fewer,7645
,,,Mar,10 or fewer,10 or fewer,20,8093
,,,Apr,10 or fewer,10 or fewer,10 or fewer,8075
,,,May,10 or fewer,10 or fewer,12,8077
,,,Jun,10 or fewer,10 or fewer,12,7725
,,,Jul,10 or fewer,10 or fewer,22,7910
,,,Aug,10 or fewer,10 or fewer,11,8436
,,,Sep,10 or fewer,10 or fewer,11,8564
,,,Oct,10 or fewer,10 or fewer,10 or fewer,8260
,,,Nov,10 or fewer,10 or fewer,18,7617
,,,Dec,10 or fewer,10 or fewer,14,7954
,≥ 25 and < 45 Years,2018,Jan,23,10 or fewer,16,15560
,,,Feb,10 or fewer,10 or fewer,10 or fewer,13556
,,,Mar,16,10 or fewer,17,14784
,,,Apr,29,10 or fewer,14,14386
,,,May,22,10 or fewer,17,15155
,,,Jun,22,21,17,14631
,,,Jul,27,21,15,15619
,,,Aug,23,10 or fewer,18,15560
,,,Sep,25,10 or fewer,15,14931
,,,Oct,21,10 or fewer,12,14408
,,,Nov,27,10 or fewer,14,14025
,,,Dec,20,10 or fewer,14,15209
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,10600
,,,Feb,10 or fewer,10 or fewer,10 or fewer,9176
,,,Mar,10 or fewer,10 or fewer,10 or fewer,9950
,,,Apr,10 or fewer,10 or fewer,10 or fewer,9698
,,,May,10 or fewer,10 or fewer,10 or fewer,10007
,,,Jun,10 or fewer,11,10 or fewer,9948
,,,Jul,10 or fewer,12,10 or fewer,10246
,,,Aug,10 or fewer,10 or fewer,10 or fewer,10331
,,,Sep,10 or fewer,10 or fewer,10 or fewer,9912
,,,Oct,10 or fewer,10 or fewer,10 or fewer,9681
,,,Nov,10 or fewer,10 or fewer,10 or fewer,9555
,,,Dec,14,10 or fewer,10 or fewer,10344
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,7502
,,,Feb,10 or fewer,10 or fewer,10 or fewer,6335
,,,Mar,10 or fewer,10 or fewer,10 or fewer,7012
,,,Apr,10 or fewer,10 or fewer,10 or fewer,6675
,,,May,10 or fewer,10 or fewer,10 or fewer,7275
,,,Jun,10 or fewer,10 or fewer,10 or fewer,7105
,,,Jul,10 or fewer,11,10 or fewer,7420
,,,Aug,10 or fewer,10 or fewer,10 or fewer,7159
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6869
,,,Oct,10 or fewer,10 or fewer,10 or fewer,6904
,,,Nov,10 or fewer,10 or fewer,10 or fewer,6886
,,,Dec,10 or fewer,10 or fewer,10 or fewer,7423
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,919
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1120
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1032
,,,Apr,10 or fewer,10 or fewer,10 or fewer,913
,,,May,10 or fewer,10 or fewer,10 or fewer,997
,,,Jun,10 or fewer,10 or fewer,10 or fewer,925
,,,Jul,10 or fewer,10 or fewer,10 or fewer,882
,,,Aug,10 or fewer,10 or fewer,10 or fewer,914
,,,Sep,10 or fewer,10 or fewer,10 or fewer,999
,,,Oct,10 or fewer,10 or fewer,10 or fewer,925
,,,Nov,10 or fewer,10 or fewer,10 or fewer,914
,,,Dec,10 or fewer,10 or fewer,10 or fewer,948
,"Total: Total includes all data under the Colorado bucket, including data from rows not currently displayed.",2018,Jan,40,10 or fewer,40,63688
,,,Feb,21,10 or fewer,30,57831
,,,Mar,33,10 or fewer,43,60059
,,,Apr,44,10 or fewer,26,56646
,,,May,38,15,36,58587
,,,Jun,39,51,39,54020
,,,Jul,43,60,45,55321
,,,Aug,41,26,37,57417
,,,Sep,43,12,40,56574
,,,Oct,37,10 or fewer,25,54865
,,,Nov,40,10 or fewer,44,54263
,,,Dec,44,10 or fewer,36,62030
Wisconsin,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,15163
,,,Feb,10 or fewer,10 or fewer,10 or fewer,13194
,,,Mar,10 or fewer,10 or fewer,10 or fewer,13161
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11122
,,,May,10 or fewer,10 or fewer,10 or fewer,12264
,,,Jun,10 or fewer,11,10 or fewer,10494
,,,Jul,10 or fewer,10 or fewer,10 or fewer,10783
,,,Aug,10 or fewer,10 or fewer,10 or fewer,10294
,,,Sep,10 or fewer,10 or fewer,10 or fewer,12099
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11678
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11347
,,,Dec,10 or fewer,10 or fewer,10 or fewer,13298
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,8199
,,,Feb,10 or fewer,10 or fewer,10 or fewer,7097
,,,Mar,10 or fewer,10 or fewer,10 or fewer,7526
,,,Apr,10 or fewer,10 or fewer,10 or fewer,7056
,,,May,10 or fewer,13,10 or fewer,7762
,,,Jun,10 or fewer,20,10 or fewer,7230
,,,Jul,10 or fewer,18,10 or fewer,7789
,,,Aug,10 or fewer,11,10 or fewer,7643
,,,Sep,10 or fewer,10 or fewer,12,7845
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7943
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7214
,,,Dec,10 or fewer,10 or fewer,10 or fewer,7474
,≥ 25 and < 45 Years,2018,Jan,23,10 or fewer,10 or fewer,15843
,,,Feb,25,10 or fewer,10 or fewer,14031
,,,Mar,27,10 or fewer,10 or fewer,14877
,,,Apr,21,10 or fewer,10 or fewer,14231
,,,May,26,36,10 or fewer,14945
,,,Jun,27,42,10 or fewer,14742
,,,Jul,28,41,10 or fewer,15859
,,,Aug,37,28,10 or fewer,15755
,,,Sep,23,10 or fewer,10 or fewer,14963
,,,Oct,22,10 or fewer,10 or fewer,14675
,,,Nov,21,10 or fewer,10 or fewer,13971
,,,Dec,20,10 or fewer,10 or fewer,15110
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,14022
,,,Feb,10 or fewer,10 or fewer,10 or fewer,12245
,,,Mar,10 or fewer,10 or fewer,10 or fewer,13179
,,,Apr,11,10 or fewer,10 or fewer,12668
,,,May,12,27,10 or fewer,13426
,,,Jun,13,39,10 or fewer,13202
,,,Jul,10 or fewer,43,10 or fewer,14103
,,,Aug,13,15,10 or fewer,13779
,,,Sep,10 or fewer,10 or fewer,10 or fewer,13178
,,,Oct,10 or fewer,10 or fewer,10 or fewer,13125
,,,Nov,10 or fewer,10 or fewer,10 or fewer,12377
,,,Dec,10 or fewer,10 or fewer,10 or fewer,13296
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,12628
,,,Feb,10 or fewer,10 or fewer,10 or fewer,10961
,,,Mar,10 or fewer,10 or fewer,10 or fewer,12358
,,,Apr,10 or fewer,10 or fewer,10 or fewer,11530
,,,May,10 or fewer,21,10 or fewer,12150
,,,Jun,10 or fewer,19,10 or fewer,11778
,,,Jul,10 or fewer,28,10 or fewer,12263
,,,Aug,10 or fewer,13,10 or fewer,12003
,,,Sep,10 or fewer,10 or fewer,10 or fewer,11593
,,,Oct,10 or fewer,10 or fewer,10 or fewer,11790
,,,Nov,10 or fewer,10 or fewer,10 or fewer,11483
